,site,variety,hardiness,hardiness_delta,category,datetime,month,year,julian_day,season
48,"Oliver, east",Sauvignon blanc,-19.7,-3.2,-1,2012-11-14,11,2012,319,1
49,"Oliver, east",Sauvignon blanc,-20.4,-0.7,-1,2012-11-14,11,2012,319,1
50,"Osoyoos, southeast ",Shiraz,-17.9,2.5,1,2012-11-14,11,2012,319,1
51,Black Sage,Shiraz,-18.0,-0.1,-1,2012-11-14,11,2012,319,1
52,"Osoyoos, northeast",Shiraz,-15.9,2.1,1,2012-11-14,11,2012,319,1
53,"Osoyoos, northeast",Shiraz,-16.9,-1.0,-1,2012-11-14,11,2012,319,1
54,Black Sage,Cabernet Franc,-21.4,-2.3,-1,2012-11-28,11,2012,333,1
55,"Oliver, east",Cabernet Franc,-21.9,-0.5,-1,2012-11-28,11,2012,333,1
56,"Osoyoos, northeast",Cabernet Sauvignon,-20.5,1.4,1,2012-11-28,11,2012,333,1
57,"Osoyoos, northeast",Cabernet Sauvignon,-18.1,2.4,1,2012-11-28,11,2012,333,1
58,"Osoyoos, southeast ",Cabernet Sauvignon,-18.3,-0.2,-1,2012-11-28,11,2012,333,1
59,Black Sage,Cabernet Sauvignon,-21.0,-2.7,-1,2012-11-28,11,2012,333,1
60,"Osoyoos, southeast ",Chardonnay,-23.0,-2.0,-1,2012-11-28,11,2012,333,1
61,Black Sage,Chardonnay,-22.5,0.5,1,2012-11-28,11,2012,333,1
62,Naramata Bench,Chardonnay,-21.6,0.9,1,2012-11-28,11,2012,333,1
63,"OK Falls, east",Chardonnay,-23.1,-1.5,-1,2012-11-28,11,2012,333,1
64,"Oliver, east",Chardonnay,-21.3,1.8,1,2012-11-28,11,2012,333,1
65,"OK Falls, west",Gewurztraminer,-21.7,-0.4,-1,2012-11-28,11,2012,333,1
66,"Oliver, east",Gewurztraminer,-20.5,1.2,1,2012-11-28,11,2012,333,1
67,"Oliver, west",Merlot,-19.7,0.8,1,2012-11-28,11,2012,333,1
68,"Osoyoos, northeast",Merlot,-21.3,-1.6,-1,2012-11-28,11,2012,333,1
69,Black Sage,Merlot,-21.6,-0.3,-1,2012-11-28,11,2012,333,1
70,Black Sage,Pinot blanc,-22.3,-0.7,-1,2012-11-28,11,2012,333,1
71,"Oliver, east",Pinot blanc,-22.4,-0.1,-1,2012-11-28,11,2012,333,1
72,Black Sage,Pinot gris,-22.0,0.4,1,2012-11-28,11,2012,333,1
73,"Oliver, east",Pinot gris,-22.1,-0.1,-1,2012-11-28,11,2012,333,1
74,Naramata Bench,Pinot gris,-20.5,1.6,1,2012-11-28,11,2012,333,1
75,"OK Falls, east",Pinot gris,-22.5,-2.0,-1,2012-11-28,11,2012,333,1
76,"Oliver, east",Pinot gris,-22.7,-0.2,-1,2012-11-28,11,2012,333,1
77,Black Sage,Pinot noir,-21.8,0.9,1,2012-11-28,11,2012,333,1
78,Kelowna,Pinot noir,-22.5,-0.7,-1,2012-11-28,11,2012,333,1
79,"Osoyoos, northeast",Pinot noir,-21.2,1.3,1,2012-11-28,11,2012,333,1
80,Black Sage,Riesling,-22.8,-1.6,-1,2012-11-28,11,2012,333,1
81,West Kelowna,Riesling,-20.2,2.6,1,2012-11-28,11,2012,333,1
82,"Oliver, east",Riesling,-20.9,-0.7,-1,2012-11-28,11,2012,333,1
83,Black Sage,Sauvignon blanc,-20.1,0.8,1,2012-11-28,11,2012,333,1
84,"Oliver, east",Sauvignon blanc,-20.7,-0.6,-1,2012-11-28,11,2012,333,1
85,"Oliver, east",Sauvignon blanc,-21.3,-0.6,-1,2012-11-28,11,2012,333,1
86,"Osoyoos, southeast ",Shiraz,-21.0,0.3,1,2012-11-28,11,2012,333,1
87,Black Sage,Shiraz,-21.3,-0.3,-1,2012-11-28,11,2012,333,1
88,"Osoyoos, northeast",Shiraz,-18.3,3.0,1,2012-11-28,11,2012,333,1
89,"Osoyoos, northeast",Shiraz,-18.1,0.2,1,2012-11-28,11,2012,333,1
90,Black Sage,Cabernet Franc,-22.6,-1.4,-1,2012-12-12,12,2012,347,1
91,"Oliver, east",Cabernet Franc,-22.7,-0.1,-1,2012-12-12,12,2012,347,1
92,"Osoyoos, northeast",Cabernet Sauvignon,-21.7,1.0,1,2012-12-12,12,2012,347,1
93,"Osoyoos, northeast",Cabernet Sauvignon,-20.5,1.2,1,2012-12-12,12,2012,347,1
94,"Osoyoos, southeast ",Cabernet Sauvignon,-21.5,-1.0,-1,2012-12-12,12,2012,347,1
95,Black Sage,Cabernet Sauvignon,-21.8,-0.3,-1,2012-12-12,12,2012,347,1
96,"Osoyoos, southeast ",Chardonnay,-23.2,-1.4,-1,2012-12-12,12,2012,347,1
97,Black Sage,Chardonnay,-22.4,0.8,1,2012-12-12,12,2012,347,1
98,Naramata Bench,Chardonnay,-21.9,0.5,1,2012-12-12,12,2012,347,1
99,"OK Falls, east",Chardonnay,-23.0,-1.1,-1,2012-12-12,12,2012,347,1
100,"Oliver, east",Chardonnay,-22.8,0.2,1,2012-12-12,12,2012,347,1
101,"OK Falls, west",Gewurztraminer,-21.9,0.9,1,2012-12-12,12,2012,347,1
102,"Oliver, east",Gewurztraminer,-21.9,0.0,0,2012-12-12,12,2012,347,1
103,"Oliver, west",Merlot,-17.7,4.2,1,2012-12-12,12,2012,347,1
104,"Osoyoos, northeast",Merlot,-22.4,-4.7,-1,2012-12-12,12,2012,347,1
105,Black Sage,Merlot,-22.0,0.4,1,2012-12-12,12,2012,347,1
106,Black Sage,Pinot blanc,-22.1,-0.1,-1,2012-12-12,12,2012,347,1
107,"Oliver, east",Pinot blanc,-23.5,-1.4,-1,2012-12-12,12,2012,347,1
108,Black Sage,Pinot gris,-22.5,1.0,1,2012-12-12,12,2012,347,1
109,"Oliver, east",Pinot gris,-22.1,0.4,1,2012-12-12,12,2012,347,1
110,Naramata Bench,Pinot gris,-20.6,1.5,1,2012-12-12,12,2012,347,1
111,"OK Falls, east",Pinot gris,-23.5,-2.9,-1,2012-12-12,12,2012,347,1
112,"Oliver, east",Pinot gris,-23.3,0.2,1,2012-12-12,12,2012,347,1
113,Black Sage,Pinot noir,-21.9,1.4,1,2012-12-12,12,2012,347,1
114,Kelowna,Pinot noir,-21.5,0.4,1,2012-12-12,12,2012,347,1
115,"Osoyoos, northeast",Pinot noir,-22.5,-1.0,-1,2012-12-12,12,2012,347,1
116,Black Sage,Riesling,-22.1,0.4,1,2012-12-12,12,2012,347,1
117,West Kelowna,Riesling,-21.2,0.9,1,2012-12-12,12,2012,347,1
118,"Oliver, east",Riesling,-23.2,-2.0,-1,2012-12-12,12,2012,347,1
119,Black Sage,Sauvignon blanc,-21.1,2.1,1,2012-12-12,12,2012,347,1
120,"Oliver, east",Sauvignon blanc,-21.6,-0.5,-1,2012-12-12,12,2012,347,1
121,"Oliver, east",Sauvignon blanc,-22.5,-0.9,-1,2012-12-12,12,2012,347,1
122,"Osoyoos, southeast ",Shiraz,-21.0,1.5,1,2012-12-12,12,2012,347,1
123,Black Sage,Shiraz,-20.3,0.7,1,2012-12-12,12,2012,347,1
124,"Osoyoos, northeast",Shiraz,-20.3,0.0,0,2012-12-12,12,2012,347,1
125,"Osoyoos, northeast",Shiraz,-19.6,0.7,1,2012-12-12,12,2012,347,1
126,Black Sage,Cabernet Franc,-23.3,-1.5,-1,2012-12-27,12,2012,362,1
127,"Oliver, east",Cabernet Franc,-22.6,0.7,1,2012-12-27,12,2012,362,1
128,"Osoyoos, northeast",Cabernet Sauvignon,-22.8,-0.2,-1,2012-12-27,12,2012,362,1
129,"Osoyoos, northeast",Cabernet Sauvignon,-21.6,1.2,1,2012-12-27,12,2012,362,1
130,"Osoyoos, southeast ",Cabernet Sauvignon,-22.8,-1.2,-1,2012-12-27,12,2012,362,1
131,Black Sage,Cabernet Sauvignon,-22.5,0.3,1,2012-12-27,12,2012,362,1
132,"Osoyoos, southeast ",Chardonnay,-24.0,-1.5,-1,2012-12-27,12,2012,362,1
133,Black Sage,Chardonnay,-23.4,0.6,1,2012-12-27,12,2012,362,1
134,Naramata Bench,Chardonnay,-22.0,1.4,1,2012-12-27,12,2012,362,1
135,"OK Falls, east",Chardonnay,-22.8,-0.8,-1,2012-12-27,12,2012,362,1
136,"Oliver, east",Chardonnay,-24.0,-1.2,-1,2012-12-27,12,2012,362,1
137,"OK Falls, west",Gewurztraminer,-22.4,1.6,1,2012-12-27,12,2012,362,1
138,"Oliver, east",Gewurztraminer,-21.8,0.6,1,2012-12-27,12,2012,362,1
139,"Oliver, west",Merlot,-19.8,2.0,1,2012-12-27,12,2012,362,1
140,"Osoyoos, northeast",Merlot,-23.7,-3.9,-1,2012-12-27,12,2012,362,1
141,Black Sage,Merlot,-21.7,2.0,1,2012-12-27,12,2012,362,1
142,Black Sage,Pinot blanc,-23.3,-1.6,-1,2012-12-27,12,2012,362,1
143,"Oliver, east",Pinot blanc,-23.5,-0.2,-1,2012-12-27,12,2012,362,1
144,Black Sage,Pinot gris,-23.2,0.3,1,2012-12-27,12,2012,362,1
145,"Oliver, east",Pinot gris,-23.9,-0.7,-1,2012-12-27,12,2012,362,1
146,Naramata Bench,Pinot gris,-21.2,2.7,1,2012-12-27,12,2012,362,1
147,"OK Falls, east",Pinot gris,-24.7,-3.5,-1,2012-12-27,12,2012,362,1
148,"Oliver, east",Pinot gris,-23.4,1.3,1,2012-12-27,12,2012,362,1
149,Black Sage,Pinot noir,-23.0,0.4,1,2012-12-27,12,2012,362,1
150,Kelowna,Pinot noir,-23.1,-0.1,-1,2012-12-27,12,2012,362,1
151,"Osoyoos, northeast",Pinot noir,-23.8,-0.7,-1,2012-12-27,12,2012,362,1
152,Black Sage,Riesling,-22.6,1.2,1,2012-12-27,12,2012,362,1
153,West Kelowna,Riesling,-21.7,0.9,1,2012-12-27,12,2012,362,1
154,"Oliver, east",Riesling,-22.1,-0.4,-1,2012-12-27,12,2012,362,1
155,Black Sage,Sauvignon blanc,-21.9,0.2,1,2012-12-27,12,2012,362,1
156,"Oliver, east",Sauvignon blanc,-21.6,0.3,1,2012-12-27,12,2012,362,1
157,"Oliver, east",Sauvignon blanc,-22.3,-0.7,-1,2012-12-27,12,2012,362,1
158,"Osoyoos, southeast ",Shiraz,-22.4,-0.1,-1,2012-12-27,12,2012,362,1
159,Black Sage,Shiraz,-20.6,1.8,1,2012-12-27,12,2012,362,1
160,"Osoyoos, northeast",Shiraz,-20.9,-0.3,-1,2012-12-27,12,2012,362,1
161,"Osoyoos, northeast",Shiraz,-20.8,0.1,1,2012-12-27,12,2012,362,1
162,Black Sage,Cabernet Franc,-24.1,-1.6,-1,2013-01-09,1,2013,9,1
163,"Oliver, east",Cabernet Franc,-23.7,0.4,1,2013-01-09,1,2013,9,1
164,"Osoyoos, northeast",Cabernet Sauvignon,-23.3,0.4,1,2013-01-09,1,2013,9,1
165,"Osoyoos, northeast",Cabernet Sauvignon,-21.0,2.3,1,2013-01-09,1,2013,9,1
166,"Osoyoos, southeast ",Cabernet Sauvignon,-21.8,-0.8,-1,2013-01-09,1,2013,9,1
167,Black Sage,Cabernet Sauvignon,-23.1,-1.3,-1,2013-01-09,1,2013,9,1
168,"Osoyoos, southeast ",Chardonnay,-24.1,-1.0,-1,2013-01-09,1,2013,9,1
169,Black Sage,Chardonnay,-24.5,-0.4,-1,2013-01-09,1,2013,9,1
170,Naramata Bench,Chardonnay,-22.3,2.2,1,2013-01-09,1,2013,9,1
171,"OK Falls, east",Chardonnay,-22.7,-0.4,-1,2013-01-09,1,2013,9,1
172,"Oliver, east",Chardonnay,-24.2,-1.5,-1,2013-01-09,1,2013,9,1
173,"OK Falls, west",Gewurztraminer,-21.9,2.3,1,2013-01-09,1,2013,9,1
174,"Oliver, east",Gewurztraminer,-22.3,-0.4,-1,2013-01-09,1,2013,9,1
175,"Oliver, west",Merlot,-21.2,1.1,1,2013-01-09,1,2013,9,1
176,"Osoyoos, northeast",Merlot,-22.5,-1.3,-1,2013-01-09,1,2013,9,1
177,Black Sage,Merlot,-22.6,-0.1,-1,2013-01-09,1,2013,9,1
178,Black Sage,Pinot blanc,-23.7,-1.1,-1,2013-01-09,1,2013,9,1
179,"Oliver, east",Pinot blanc,-23.3,0.4,1,2013-01-09,1,2013,9,1
180,Black Sage,Pinot gris,-22.7,0.6,1,2013-01-09,1,2013,9,1
181,"Oliver, east",Pinot gris,-23.1,-0.4,-1,2013-01-09,1,2013,9,1
182,Naramata Bench,Pinot gris,-22.4,0.7,1,2013-01-09,1,2013,9,1
183,"OK Falls, east",Pinot gris,-24.2,-1.8,-1,2013-01-09,1,2013,9,1
184,"Oliver, east",Pinot gris,-24.4,-0.2,-1,2013-01-09,1,2013,9,1
185,Black Sage,Pinot noir,-24.2,0.2,1,2013-01-09,1,2013,9,1
186,Kelowna,Pinot noir,-22.8,1.4,1,2013-01-09,1,2013,9,1
187,"Osoyoos, northeast",Pinot noir,-23.2,-0.4,-1,2013-01-09,1,2013,9,1
188,Black Sage,Riesling,-23.4,-0.2,-1,2013-01-09,1,2013,9,1
189,West Kelowna,Riesling,-22.1,1.3,1,2013-01-09,1,2013,9,1
190,"Oliver, east",Riesling,-22.7,-0.6,-1,2013-01-09,1,2013,9,1
191,Black Sage,Sauvignon blanc,-21.6,1.1,1,2013-01-09,1,2013,9,1
192,"Oliver, east",Sauvignon blanc,-23.6,-2.0,-1,2013-01-09,1,2013,9,1
193,"Oliver, east",Sauvignon blanc,-22.9,0.7,1,2013-01-09,1,2013,9,1
194,"Osoyoos, southeast ",Shiraz,-22.2,0.7,1,2013-01-09,1,2013,9,1
195,Black Sage,Shiraz,-22.3,-0.1,-1,2013-01-09,1,2013,9,1
196,"Osoyoos, northeast",Shiraz,-20.8,1.5,1,2013-01-09,1,2013,9,1
197,"Osoyoos, northeast",Shiraz,-21.4,-0.6,-1,2013-01-09,1,2013,9,1
198,Black Sage,Cabernet Franc,-24.9,-2.1,-1,2013-01-23,1,2013,23,1
199,"Oliver, east",Cabernet Franc,-24.9,0.0,0,2013-01-23,1,2013,23,1
200,"Osoyoos, northeast",Cabernet Sauvignon,-23.9,1.0,1,2013-01-23,1,2013,23,1
201,"Osoyoos, northeast",Cabernet Sauvignon,-22.0,1.9,1,2013-01-23,1,2013,23,1
202,"Osoyoos, southeast ",Cabernet Sauvignon,-24.4,-2.4,-1,2013-01-23,1,2013,23,1
203,Black Sage,Cabernet Sauvignon,-24.4,0.0,0,2013-01-23,1,2013,23,1
204,"Osoyoos, southeast ",Chardonnay,-25.7,-1.3,-1,2013-01-23,1,2013,23,1
205,Black Sage,Chardonnay,-24.4,1.3,1,2013-01-23,1,2013,23,1
206,Naramata Bench,Chardonnay,-24.3,0.1,1,2013-01-23,1,2013,23,1
207,"OK Falls, east",Chardonnay,-25.3,-1.0,-1,2013-01-23,1,2013,23,1
208,"Oliver, east",Chardonnay,-23.9,1.4,1,2013-01-23,1,2013,23,1
209,"OK Falls, west",Gewurztraminer,-23.8,0.1,1,2013-01-23,1,2013,23,1
210,"Oliver, east",Gewurztraminer,-23.0,0.8,1,2013-01-23,1,2013,23,1
211,"Oliver, west",Merlot,-22.5,0.5,1,2013-01-23,1,2013,23,1
212,"Osoyoos, northeast",Merlot,-24.1,-1.6,-1,2013-01-23,1,2013,23,1
213,Black Sage,Merlot,-23.1,1.0,1,2013-01-23,1,2013,23,1
214,Black Sage,Pinot blanc,-24.8,-1.7,-1,2013-01-23,1,2013,23,1
215,"Oliver, east",Pinot blanc,-24.5,0.3,1,2013-01-23,1,2013,23,1
216,Black Sage,Pinot gris,-25.7,-1.2,-1,2013-01-23,1,2013,23,1
217,"Oliver, east",Pinot gris,-24.9,0.8,1,2013-01-23,1,2013,23,1
218,Naramata Bench,Pinot gris,-23.0,1.9,1,2013-01-23,1,2013,23,1
219,"OK Falls, east",Pinot gris,-24.6,-1.6,-1,2013-01-23,1,2013,23,1
220,"Oliver, east",Pinot gris,-24.9,-0.3,-1,2013-01-23,1,2013,23,1
221,Black Sage,Pinot noir,-24.6,0.3,1,2013-01-23,1,2013,23,1
222,Kelowna,Pinot noir,-23.4,1.2,1,2013-01-23,1,2013,23,1
223,"Osoyoos, northeast",Pinot noir,-25.0,-1.6,-1,2013-01-23,1,2013,23,1
224,Black Sage,Riesling,-24.4,0.6,1,2013-01-23,1,2013,23,1
225,West Kelowna,Riesling,-23.8,0.6,1,2013-01-23,1,2013,23,1
226,"Oliver, east",Riesling,-22.8,1.0,1,2013-01-23,1,2013,23,1
227,Black Sage,Sauvignon blanc,-22.4,0.4,1,2013-01-23,1,2013,23,1
228,"Oliver, east",Sauvignon blanc,-23.9,-1.5,-1,2013-01-23,1,2013,23,1
229,"Oliver, east",Sauvignon blanc,-23.6,0.3,1,2013-01-23,1,2013,23,1
230,"Osoyoos, southeast ",Shiraz,-24.5,-0.9,-1,2013-01-23,1,2013,23,1
231,Black Sage,Shiraz,-24.7,-0.2,-1,2013-01-23,1,2013,23,1
232,"Osoyoos, northeast",Shiraz,-22.6,2.1,1,2013-01-23,1,2013,23,1
233,"Osoyoos, northeast",Shiraz,-22.3,0.3,1,2013-01-23,1,2013,23,1
234,Black Sage,Cabernet Franc,-25.0,-1.0,-1,2013-02-07,2,2013,38,1
235,"Oliver, east",Cabernet Franc,-22.9,2.1,1,2013-02-07,2,2013,38,1
236,"Osoyoos, northeast",Cabernet Sauvignon,-22.1,0.8,1,2013-02-07,2,2013,38,1
237,"Osoyoos, northeast",Cabernet Sauvignon,-21.6,0.5,1,2013-02-07,2,2013,38,1
238,"Osoyoos, southeast ",Cabernet Sauvignon,-22.4,-0.8,-1,2013-02-07,2,2013,38,1
239,Black Sage,Cabernet Sauvignon,-23.5,-1.1,-1,2013-02-07,2,2013,38,1
240,"Osoyoos, southeast ",Chardonnay,-25.0,-1.5,-1,2013-02-07,2,2013,38,1
241,Black Sage,Chardonnay,-23.8,1.2,1,2013-02-07,2,2013,38,1
242,Naramata Bench,Chardonnay,-22.8,1.0,1,2013-02-07,2,2013,38,1
243,"OK Falls, east",Chardonnay,-22.3,0.5,1,2013-02-07,2,2013,38,1
244,"Oliver, east",Chardonnay,-24.1,-1.8,-1,2013-02-07,2,2013,38,1
245,"OK Falls, west",Gewurztraminer,-21.1,3.0,1,2013-02-07,2,2013,38,1
246,"Oliver, east",Gewurztraminer,-22.4,-1.3,-1,2013-02-07,2,2013,38,1
247,"Oliver, west",Merlot,-21.6,0.8,1,2013-02-07,2,2013,38,1
248,"Osoyoos, northeast",Merlot,-22.9,-1.3,-1,2013-02-07,2,2013,38,1
249,Black Sage,Merlot,-22.3,0.6,1,2013-02-07,2,2013,38,1
250,Black Sage,Pinot blanc,-24.2,-1.9,-1,2013-02-07,2,2013,38,1
251,"Oliver, east",Pinot blanc,-24.2,0.0,0,2013-02-07,2,2013,38,1
252,Black Sage,Pinot gris,-24.0,0.2,1,2013-02-07,2,2013,38,1
253,"Oliver, east",Pinot gris,-24.4,-0.4,-1,2013-02-07,2,2013,38,1
254,Naramata Bench,Pinot gris,-22.7,1.7,1,2013-02-07,2,2013,38,1
255,"OK Falls, east",Pinot gris,-23.8,-1.1,-1,2013-02-07,2,2013,38,1
256,"Oliver, east",Pinot gris,-23.8,0.0,0,2013-02-07,2,2013,38,1
257,Black Sage,Pinot noir,-22.9,0.9,1,2013-02-07,2,2013,38,1
258,Kelowna,Pinot noir,-23.4,-0.5,-1,2013-02-07,2,2013,38,1
259,"Osoyoos, northeast",Pinot noir,-22.7,0.7,1,2013-02-07,2,2013,38,1
260,Black Sage,Riesling,-24.1,-1.4,-1,2013-02-07,2,2013,38,1
261,West Kelowna,Riesling,-22.0,2.1,1,2013-02-07,2,2013,38,1
262,"Oliver, east",Riesling,-20.7,1.3,1,2013-02-07,2,2013,38,1
263,Black Sage,Sauvignon blanc,-21.3,-0.6,-1,2013-02-07,2,2013,38,1
264,"Oliver, east",Sauvignon blanc,-21.6,-0.3,-1,2013-02-07,2,2013,38,1
265,"Oliver, east",Sauvignon blanc,-22.8,-1.2,-1,2013-02-07,2,2013,38,1
266,"Osoyoos, southeast ",Shiraz,-23.7,-0.9,-1,2013-02-07,2,2013,38,1
267,Black Sage,Shiraz,-21.9,1.8,1,2013-02-07,2,2013,38,1
268,"Osoyoos, northeast",Shiraz,-21.5,0.4,1,2013-02-07,2,2013,38,1
269,"Osoyoos, northeast",Shiraz,-21.2,0.3,1,2013-02-07,2,2013,38,1
270,Black Sage,Cabernet Franc,-23.3,-0.4,-1,2013-02-21,2,2013,52,1
271,"Oliver, east",Cabernet Franc,-23.5,-0.2,-1,2013-02-21,2,2013,52,1
272,"Osoyoos, northeast",Cabernet Sauvignon,-22.8,0.7,1,2013-02-21,2,2013,52,1
273,"Osoyoos, northeast",Cabernet Sauvignon,-21.7,1.1,1,2013-02-21,2,2013,52,1
274,"Osoyoos, southeast ",Cabernet Sauvignon,-22.2,-0.5,-1,2013-02-21,2,2013,52,1
275,Black Sage,Cabernet Sauvignon,-23.1,-0.9,-1,2013-02-21,2,2013,52,1
276,"Osoyoos, southeast ",Chardonnay,-24.0,-0.9,-1,2013-02-21,2,2013,52,1
277,Black Sage,Chardonnay,-22.7,1.3,1,2013-02-21,2,2013,52,1
278,Naramata Bench,Chardonnay,-22.2,0.5,1,2013-02-21,2,2013,52,1
279,"OK Falls, east",Chardonnay,-22.6,-0.4,-1,2013-02-21,2,2013,52,1
280,"Oliver, east",Chardonnay,-21.8,0.8,1,2013-02-21,2,2013,52,1
281,"OK Falls, west",Gewurztraminer,-21.4,0.4,1,2013-02-21,2,2013,52,1
282,"Oliver, east",Gewurztraminer,-22.4,-1.0,-1,2013-02-21,2,2013,52,1
283,"Oliver, west",Merlot,-21.9,0.5,1,2013-02-21,2,2013,52,1
284,"Osoyoos, northeast",Merlot,-22.9,-1.0,-1,2013-02-21,2,2013,52,1
285,Black Sage,Merlot,-22.5,0.4,1,2013-02-21,2,2013,52,1
286,Black Sage,Pinot blanc,-23.2,-0.7,-1,2013-02-21,2,2013,52,1
287,"Oliver, east",Pinot blanc,-22.5,0.7,1,2013-02-21,2,2013,52,1
288,Black Sage,Pinot gris,-23.5,-1.0,-1,2013-02-21,2,2013,52,1
289,"Oliver, east",Pinot gris,-23.6,-0.1,-1,2013-02-21,2,2013,52,1
290,Naramata Bench,Pinot gris,-21.9,1.7,1,2013-02-21,2,2013,52,1
291,"OK Falls, east",Pinot gris,-22.1,-0.2,-1,2013-02-21,2,2013,52,1
292,"Oliver, east",Pinot gris,-23.7,-1.6,-1,2013-02-21,2,2013,52,1
293,Black Sage,Pinot noir,-23.5,0.2,1,2013-02-21,2,2013,52,1
294,"Osoyoos, northeast",Pinot noir,-23.9,-0.4,-1,2013-02-21,2,2013,52,1
295,Black Sage,Riesling,-23.6,0.3,1,2013-02-21,2,2013,52,1
296,"Oliver, east",Riesling,-22.0,1.6,1,2013-02-21,2,2013,52,1
297,Black Sage,Sauvignon blanc,-21.6,0.4,1,2013-02-21,2,2013,52,1
298,"Oliver, east",Sauvignon blanc,-22.9,-1.3,-1,2013-02-21,2,2013,52,1
299,"Oliver, east",Sauvignon blanc,-22.7,0.2,1,2013-02-21,2,2013,52,1
300,"Osoyoos, southeast ",Shiraz,-21.9,0.8,1,2013-02-21,2,2013,52,1
